time,X_NOSE,Y_NOSE,Z_NOSE,visibility_NOSE,X_LEFT_EYE_INNER,Y_LEFT_EYE_INNER,Z_LEFT_EYE_INNER,visibility_LEFT_EYE_INNER,X_LEFT_EYE,Y_LEFT_EYE,Z_LEFT_EYE,visibility_LEFT_EYE,X_LEFT_EYE_OUTER,Y_LEFT_EYE_OUTER,Z_LEFT_EYE_OUTER,visibility_LEFT_EYE_OUTER,X_RIGHT_EYE_INNER,Y_RIGHT_EYE_INNER,Z_RIGHT_EYE_INNER,visibility_RIGHT_EYE_INNER,X_RIGHT_EYE,Y_RIGHT_EYE,Z_RIGHT_EYE,visibility_RIGHT_EYE,X_RIGHT_EYE_OUTER,Y_RIGHT_EYE_OUTER,Z_RIGHT_EYE_OUTER,visibility_RIGHT_EYE_OUTER,X_LEFT_EAR,Y_LEFT_EAR,Z_LEFT_EAR,visibility_LEFT_EAR,X_RIGHT_EAR,Y_RIGHT_EAR,Z_RIGHT_EAR,visibility_RIGHT_EAR,X_MOUTH_LEFT,Y_MOUTH_LEFT,Z_MOUTH_LEFT,visibility_MOUTH_LEFT,X_MOUTH_RIGHT,Y_MOUTH_RIGHT,Z_MOUTH_RIGHT,visibility_MOUTH_RIGHT,X_LEFT_SHOULDER,Y_LEFT_SHOULDER,Z_LEFT_SHOULDER,visibility_LEFT_SHOULDER,X_RIGHT_SHOULDER,Y_RIGHT_SHOULDER,Z_RIGHT_SHOULDER,visibility_RIGHT_SHOULDER,X_LEFT_ELBOW,Y_LEFT_ELBOW,Z_LEFT_ELBOW,visibility_LEFT_ELBOW,X_RIGHT_ELBOW,Y_RIGHT_ELBOW,Z_RIGHT_ELBOW,visibility_RIGHT_ELBOW,X_LEFT_WRIST,Y_LEFT_WRIST,Z_LEFT_WRIST,visibility_LEFT_WRIST,X_RIGHT_WRIST,Y_RIGHT_WRIST,Z_RIGHT_WRIST,visibility_RIGHT_WRIST,X_LEFT_PINKY,Y_LEFT_PINKY,Z_LEFT_PINKY,visibility_LEFT_PINKY,X_RIGHT_PINKY,Y_RIGHT_PINKY,Z_RIGHT_PINKY,visibility_RIGHT_PINKY,X_LEFT_INDEX,Y_LEFT_INDEX,Z_LEFT_INDEX,visibility_LEFT_INDEX,X_RIGHT_INDEX,Y_RIGHT_INDEX,Z_RIGHT_INDEX,visibility_RIGHT_INDEX,X_LEFT_THUMB,Y_LEFT_THUMB,Z_LEFT_THUMB,visibility_LEFT_THUMB,X_RIGHT_THUMB,Y_RIGHT_THUMB,Z_RIGHT_THUMB,visibility_RIGHT_THUMB,X_LEFT_HIP,Y_LEFT_HIP,Z_LEFT_HIP,visibility_LEFT_HIP,X_RIGHT_HIP,Y_RIGHT_HIP,Z_RIGHT_HIP,visibility_RIGHT_HIP,X_LEFT_KNEE,Y_LEFT_KNEE,Z_LEFT_KNEE,visibility_LEFT_KNEE,X_RIGHT_KNEE,Y_RIGHT_KNEE,Z_RIGHT_KNEE,visibility_RIGHT_KNEE,X_LEFT_ANKLE,Y_LEFT_ANKLE,Z_LEFT_ANKLE,visibility_LEFT_ANKLE,X_RIGHT_ANKLE,Y_RIGHT_ANKLE,Z_RIGHT_ANKLE,visibility_RIGHT_ANKLE,X_LEFT_HEEL,Y_LEFT_HEEL,Z_LEFT_HEEL,visibility_LEFT_HEEL,X_RIGHT_HEEL,Y_RIGHT_HEEL,Z_RIGHT_HEEL,visibility_RIGHT_HEEL,X_LEFT_FOOT_INDEX,Y_LEFT_FOOT_INDEX,Z_LEFT_FOOT_INDEX,visibility_LEFT_FOOT_INDEX,X_RIGHT_FOOT_INDEX,Y_RIGHT_FOOT_INDEX,Z_RIGHT_FOOT_INDEX,visibility_RIGHT_FOOT_INDEX
0,0.450521171,0.248744175,-0.389992177,0.999899864,0.476672143,0.207724363,-0.401745796,0.999845862,0.48819679,0.209049895,-0.401815712,0.999826,0.501676261,0.211146489,-0.401745975,0.999825299,0.455620199,0.206002563,-0.357055038,0.999835849,0.451551139,0.205257133,-0.356940955,0.999806583,0.447956353,0.204696283,-0.357347369,0.999832153,0.536480308,0.245557204,-0.331380278,0.999883771,0.468309969,0.231629461,-0.121618353,0.999844193,0.465253651,0.310904324,-0.3591896,0.999961138,0.445050597,0.303992152,-0.299638897,0.999933124,0.649275064,0.52081722,-0.250694275,0.999803364,0.393153846,0.49390474,-0.00576404622,0.999856472,0.693648458,0.859228,-0.346270144,0.978704095,0.2643255,0.81977421,-0.273427397,0.993618846,0.623287261,0.98377651,-0.594398677,0.977529764,0.248928219,0.66791749,-0.898866296,0.997228086,0.606311619,1.01272452,-0.655947387,0.935605466,0.242850736,0.629154861,-0.997397125,0.989552736,0.593191445,0.944966078,-0.661085546,0.942290068,0.259880155,0.569261551,-0.982865632,0.990420401,0.592585742,0.930870354,-0.598082662,0.946275592,0.266625345,0.585206628,-0.91111511,0.990830183,0.569698036,1.09850585,-0.0457782298,0.555195391,0.411783308,1.02066445,0.0483779237,0.632529318,0.567305446,1.53208864,-0.0529652163,0.00119881798,0.406492889,1.51586211,0.267820179,0.000876455044,0.566178858,1.92640901,0.315885723,7.84656913e-06,0.408219,1.90952957,0.699813724,7.37281061e-06,0.57361275,1.99078918,0.33502683,1.02254889e-05,0.404586017,1.97150218,0.735080898,1.33594231e-05,0.533924222,2.06054068,0.0139083508,1.03819e-05,0.420563549,2.05202985,0.420422852,3.31633637e-05
33.36666666666667,0.45052892,0.257636309,-0.40869835,0.999905288,0.476246357,0.213940412,-0.436296672,0.999851465,0.487154514,0.214870751,-0.436227441,0.999834418,0.499975324,0.216534615,-0.436056405,0.999831796,0.455788016,0.211641848,-0.382431537,0.999840677,0.451908112,0.210811406,-0.382096976,0.999813497,0.448456913,0.210165247,-0.382285774,0.999832869,0.536956787,0.25173226,-0.401819378,0.999890208,0.469275117,0.236594766,-0.147573918,0.999847353,0.465290695,0.314619958,-0.38564682,0.999962628,0.445417583,0.308636367,-0.314069957,0.99993521,0.649276,0.524713874,-0.314389855,0.99981755,0.393733621,0.490224779,-0.00388841,0.999862969,0.689253569,0.85899359,-0.362216622,0.970714867,0.279791057,0.77026397,-0.212088794,0.984694481,0.618111491,0.97298032,-0.520856321,0.968916655,0.262290627,0.670519173,-0.854427576,0.994951546,0.605520368,1.00637591,-0.571855962,0.925515592,0.244926199,0.626193464,-0.949189365,0.986400723,0.591973,0.938225627,-0.572646081,0.936197579,0.261486173,0.571359754,-0.944763482,0.988213,0.591137528,0.92426908,-0.520602882,0.938793182,0.270483673,0.587701738,-0.873469472,0.988591075,0.570414,1.113585,-0.0676303953,0.500634611,0.407841682,1.0849123,0.0704602376,0.571104228,0.567296565,1.56864977,0.0597886555,0.00110970961,0.409817278,1.55533361,0.267403483,0.000803064147,0.566177726,1.97870374,0.533765435,7.75487661e-06,0.414220244,1.97120547,0.669158161,6.83720691e-06,0.573400915,2.04080749,0.56401819,9.96291601e-06,0.413611323,2.03234172,0.701232791,1.24847229e-05,0.533406138,2.10779905,0.255403936,1.03925568e-05,0.420570344,2.10387683,0.375291854,3.09190327e-05
66.73333333333333,0.450523168,0.262567759,-0.399094313,0.999908566,0.47566995,0.217334211,-0.429822862,0.99985379,0.486082554,0.217996448,-0.429817379,0.99984014,0.498411864,0.219388813,-0.42967537,0.999835789,0.455792487,0.214787453,-0.37735939,0.999840915,0.451963812,0.213930845,-0.376912177,0.999815643,0.448560447,0.213304967,-0.376947343,0.9998281,0.537080348,0.254779577,-0.397126466,0.999894738,0.469746083,0.238474,-0.144309834,0.999845564,0.465357512,0.317436129,-0.383006662,0.999962687,0.445715517,0.311668575,-0.304401308,0.999934614,0.648742795,0.526107252,-0.320715785,0.999829471,0.393766493,0.4872576,0.0172939766,0.999866486,0.68321842,0.858692527,-0.368656307,0.963585198,0.281106174,0.75227946,-0.14378652,0.973997414,0.613445222,0.968156397,-0.512626529,0.957671583,0.258733422,0.677174747,-0.744480073,0.991308153,0.604073107,0.997112036,-0.560343325,0.911066294,0.235820159,0.630928457,-0.830656171,0.980928063,0.590643167,0.933003485,-0.565335691,0.926234543,0.255478233,0.578002751,-0.829696894,0.984208047,0.589384735,0.919160664,-0.513480961,0.927417338,0.263694316,0.594482064,-0.765113771,0.984775782,0.569711745,1.12366378,-0.0721838102,0.451822698,0.401930124,1.10124528,0.0749360472,0.516486049,0.565835238,1.58780527,0.0871875659,0.00102440349,0.410219193,1.572703,0.263598561,0.000737334,0.564088821,2.0045073,0.569083631,7.46903879e-06,0.414122969,1.99737322,0.64687562,6.38540132e-06,0.570253,2.06835747,0.601581037,9.53426661e-06,0.413402677,2.05991483,0.67748034,1.1692623e-05,0.529323518,2.13249063,0.301644981,1.03657185e-05,0.418625236,2.12905669,0.353894025,2.88658885e-05
100.1,0.450038403,0.26295945,-0.39507,0.999911249,0.474094778,0.217676505,-0.425877154,0.999856055,0.483925939,0.218195304,-0.425877631,0.999844313,0.495610297,0.219424337,-0.425742537,0.999839,0.455268711,0.21511142,-0.375903219,0.99984169,0.451590061,0.214282379,-0.375412017,0.999817252,0.448193,0.21365951,-0.375409186,0.999825597,0.536863,0.254679859,-0.406628937,0.999898136,0.469688028,0.238589957,-0.141572922,0.999846101,0.465070814,0.317783564,-0.379636794,0.999962866,0.445612878,0.311928064,-0.301600099,0.999934912,0.64812696,0.527244568,-0.330290854,0.999839187,0.391300738,0.483557284,0.0194577,0.999871194,0.677072465,0.858282,-0.375483572,0.957624912,0.280008525,0.749718428,-0.158885077,0.969455183,0.609366596,0.965258479,-0.531371772,0.954093516,0.249369353,0.678879797,-0.792459488,0.990780532,0.602725565,0.992584229,-0.585433304,0.907373726,0.227283627,0.631086707,-0.886220515,0.980275452,0.590292096,0.930648327,-0.591460884,0.924046814,0.248131603,0.577267528,-0.886451185,0.983782768,0.588675797,0.916759729,-0.533876956,0.924847,0.257983923,0.594441473,-0.814055145,0.984399498,0.568577,1.12809348,-0.0739903152,0.409413338,0.396948487,1.10726726,0.0767301843,0.470753342,0.564759612,1.58683944,0.0945667401,0.00094515516,0.41012606,1.57150054,0.267832965,0.000677354867,0.562420726,2.00186563,0.584940851,7.15552187e-06,0.414002389,1.99316812,0.654527724,5.96337759e-06,0.567979634,2.06522226,0.617497623,9.32958119e-06,0.413189709,2.05603957,0.686316669,1.10409383e-05,0.52725482,2.12966919,0.318856657,1.02133081e-05,0.416905403,2.1233151,0.363365829,2.7145863e-05
133.46666666666667,0.447540849,0.262910664,-0.345151395,0.99990052,0.470976651,0.217745557,-0.384370804,0.999830246,0.479791582,0.218247637,-0.384371579,0.999823332,0.490207523,0.219372168,-0.38424167,0.999815822,0.454092771,0.215081304,-0.323871046,0.999810517,0.45086053,0.214245096,-0.323643029,0.999786,0.447756588,0.213599563,-0.323919296,0.999788582,0.534047,0.254555881,-0.392311543,0.999884903,0.469938457,0.238536179,-0.113957405,0.999816179,0.462902457,0.317980349,-0.340220153,0.999954,0.444283813,0.312107891,-0.25803405,0.999921679,0.647351146,0.527903199,-0.322615206,0.999841511,0.387117684,0.482103199,0.0529107489,0.999870062,0.675525308,0.858240485,-0.376269877,0.952589393,0.278365046,0.753492296,-0.10267584,0.965271473,0.608377874,0.964075744,-0.535616755,0.948153496,0.232819691,0.681503117,-0.708488286,0.990125239,0.602562487,0.988985777,-0.591185808,0.899501264,0.219597533,0.633739293,-0.795822918,0.979290247,0.59033531,0.929000497,-0.599508941,0.917981446,0.240946397,0.577445686,-0.7984882,0.98301053,0.58869642,0.915517271,-0.538775146,0.918399096,0.249371126,0.598079,-0.730362475,0.983703792,0.566667795,1.13638854,-0.0762356,0.371971965,0.392319888,1.11483693,0.0789152384,0.432138354,0.562256217,1.5954026,0.0909090191,0.000885327,0.408842444,1.57628906,0.255719,0.000631192641,0.55861491,2.01028085,0.57096684,7.02020407e-06,0.409804553,1.99810815,0.623732328,5.77505e-06,0.563495696,2.07327056,0.60348,9.40263635e-06,0.408157557,2.06077385,0.653906465,1.08065933e-05,0.522110879,2.13678622,0.317639351,1.04277269e-05,0.411232829,2.12739038,0.347631484,2.61066107e-05
166.83333333333334,0.444248557,0.262836128,-0.348477334,0.999898136,0.468108535,0.217697516,-0.395818889,0.999820769,0.476845205,0.218195111,-0.395777255,0.999816597,0.48699,0.219296962,-0.395533681,0.999806404,0.451913089,0.21500203,-0.328246266,0.999800146,0.448795259,0.214162096,-0.328000605,0.999777257,0.445844352,0.213511467,-0.328234524,0.999775946,0.531366408,0.254474223,-0.4027749,0.999879062,0.46966663,0.23851423,-0.122442037,0.999806583,0.459917903,0.317990035,-0.350320488,0.999951184,0.44150874,0.31206432,-0.260064751,0.999918401,0.646542966,0.528165042,-0.3244977,0.999849141,0.382227808,0.481989145,0.0404263325,0.999875188,0.674806714,0.858283639,-0.383353561,0.951387048,0.267320335,0.75420469,-0.145983398,0.965809584,0.608161,0.960401833,-0.564136326,0.948358953,0.234555438,0.681168,-0.76817143,0.99052763,0.602115095,0.986045539,-0.625638545,0.900073588,0.220806539,0.617505789,-0.860687613,0.979991674,0.590275049,0.927617073,-0.635741591,0.918472886,0.242079332,0.568797767,-0.85693258,0.983546734,0.588673651,0.914237797,-0.568292499,0.918566465,0.25096789,0.592487693,-0.786638796,0.984176695,0.565761268,1.14257562,-0.0738587379,0.341804475,0.389300704,1.12071693,0.0765429586,0.403677642,0.560352206,1.59976125,0.10753189,0.000845292117,0.40546307,1.58147824,0.256428838,0.000599617488,0.557307482,2.01413178,0.598443627,7.22665663e-06,0.407258809,2.0000937,0.640498042,5.64858e-06,0.562115788,2.07773256,0.631191075,9.92579135e-06,0.405360401,2.06077552,0.672271729,1.07553351e-05,0.521631658,2.13977575,0.336047798,1.0861103e-05,0.410327137,2.13305879,0.361471444,2.56128315e-05
200.20000000000002,0.440906852,0.262023479,-0.356734633,0.999893963,0.465058714,0.216845393,-0.398275107,0.999806941,0.473898083,0.21724613,-0.398245931,0.999805629,0.483637333,0.218032315,-0.397944719,0.999792397,0.449672371,0.214185342,-0.334206253,0.99978441,0.446821898,0.213349387,-0.333984554,0.999762893,0.444238126,0.21267277,-0.334253907,0.999758363,0.527421653,0.252451092,-0.405936688,0.999869,0.469524801,0.238015607,-0.119910583,0.999788105,0.457235962,0.317265,-0.354158551,0.999945879,0.439679921,0.311437547,-0.268466622,0.999910116,0.645401239,0.528143466,-0.340052247,0.99985522,0.380263656,0.48233059,0.0490182713,0.999878347,0.672882318,0.857859671,-0.407395393,0.950880051,0.257293165,0.755110383,-0.159830347,0.96745342,0.607698679,0.957159102,-0.583484828,0.95010972,0.232504755,0.659197569,-0.794205964,0.991250932,0.600645661,0.985275269,-0.646536231,0.903139353,0.221233368,0.588066816,-0.89553082,0.981387198,0.589387238,0.927657902,-0.655176342,0.920947492,0.24458766,0.54824,-0.878966868,0.984657824,0.588195264,0.91396004,-0.586757541,0.9211,0.251195848,0.57397306,-0.809668601,0.9852373,0.563136518,1.14962149,-0.0799438581,0.315582395,0.385355353,1.1297648,0.0826403871,0.381313622,0.559199333,1.60745394,0.11230772,0.000792726118,0.403150171,1.59065318,0.286320329,0.000567198149,0.557282329,2.02317,0.625853598,7.15615579e-06,0.406086236,2.01009631,0.695321,5.47254376e-06,0.562434256,2.08689094,0.660344899,9.99978329e-06,0.404094368,2.0714674,0.730460584,1.05958243e-05,0.520645082,2.14937449,0.361451954,1.08176782e-05,0.409216,2.1431818,0.419340789,2.49228306e-05
233.5666666666667,0.437266797,0.259713799,-0.359213233,0.999893188,0.461628258,0.215037197,-0.404648572,0.999800861,0.470672131,0.21539402,-0.404611647,0.999801099,0.480268508,0.215919927,-0.404252589,0.999785841,0.447088897,0.212767184,-0.337174207,0.999776781,0.444565505,0.212104619,-0.336980671,0.999757,0.442436725,0.211578548,-0.337270826,0.999749899,0.524240732,0.250061899,-0.418388,0.999863923,0.469468385,0.237333089,-0.11788819,0.999777436,0.453842551,0.314651132,-0.362512857,0.999943197,0.437233627,0.309594,-0.272431165,0.999905109,0.644839466,0.528122425,-0.356338322,0.999862492,0.379829,0.482458264,0.0510836616,0.999881864,0.673648894,0.858878851,-0.422387,0.95240438,0.250568867,0.759302795,-0.168630049,0.96913451,0.608073533,0.954991102,-0.5879457,0.953025758,0.233029082,0.652010143,-0.841221452,0.991883039,0.599181235,0.980678558,-0.649801075,0.908161283,0.224071637,0.580259562,-0.943261921,0.982610703,0.588888586,0.926208794,-0.656210601,0.924969673,0.250316024,0.545054495,-0.923668087,0.985622942,0.588155806,0.912976265,-0.589655161,0.924984753,0.254856795,0.570796132,-0.855480075,0.986154437,0.553628,1.09996974,-0.0866303,0.293052,0.383072853,1.13104856,0.089388147,0.363339871,0.555098653,1.61093819,0.117118165,0.00073834596,0.397856802,1.59195423,0.300273299,0.000533050566,0.553770244,2.02630162,0.650041044,6.90632532e-06,0.399475157,2.011415,0.718440175,5.24390816e-06,0.559787571,2.0892365,0.685977876,9.7271186e-06,0.396952182,2.07256222,0.75432092,1.03200564e-05,0.514020801,2.15159559,0.382082522,1.05870131e-05,0.4010005,2.14384389,0.438957274,2.41143644e-05
266.93333333333334,0.435492039,0.258482695,-0.348456323,0.999896467,0.459961027,0.214427814,-0.38574475,0.999804318,0.469238162,0.214760467,-0.385741502,0.999805868,0.478924811,0.215076581,-0.385446697,0.999790609,0.445319444,0.212253973,-0.318963408,0.999779463,0.442771316,0.211640984,-0.318701655,0.999761403,0.440724403,0.211123228,-0.319018096,0.999752939,0.522619128,0.249012932,-0.402833164,0.999865472,0.469205707,0.236791968,-0.087557666,0.999777198,0.452037603,0.313128054,-0.345931441,0.999943197,0.435538679,0.308481544,-0.257507712,0.999904037,0.644241869,0.52810353,-0.34237805,0.999870956,0.38024947,0.482482731,0.0735012591,0.999885499,0.674176395,0.859895647,-0.415405422,0.954102874,0.247989893,0.76285255,-0.157439426,0.970596611,0.607556581,0.955557942,-0.601018369,0.955337346,0.232808411,0.635911,-0.836038411,0.992439389,0.598035157,0.980886936,-0.664448857,0.912055254,0.227178127,0.571685731,-0.939230919,0.983679473,0.588581204,0.926203847,-0.670949876,0.928117335,0.252125889,0.535893917,-0.916667879,0.986455262,0.588015914,0.913081,-0.603015304,0.927887,0.256476909,0.56085825,-0.849618495,0.986949086,0.550612748,1.07891023,-0.0881264955,0.272238195,0.380577862,1.12628901,0.0908555761,0.346159846,0.550734341,1.60813296,0.115080938,0.000693024776,0.391567022,1.5891515,0.294686228,0.00050685415,0.54707706,2.02364397,0.638021111,6.81977e-06,0.387830704,2.00899649,0.702420473,5.1952884e-06,0.553268552,2.0862627,0.672921121,9.58725104e-06,0.38443,2.06964874,0.736447215,1.03056682e-05,0.506412745,2.14927173,0.36810869,1.04500596e-05,0.389091909,2.1416924,0.413591683,2.36445867e-05
300.3,0.432887703,0.257072955,-0.308126092,0.999901295,0.457696,0.213627353,-0.344527602,0.999812126,0.467120379,0.214064285,-0.344533473,0.999814093,0.476794451,0.214285031,-0.344264835,0.999799848,0.443054557,0.211480886,-0.276363224,0.999787152,0.440583348,0.210924298,-0.276058704,0.999770164,0.4387725,0.210412219,-0.276378095,0.999762118,0.520675659,0.24806875,-0.367182046,0.99987,0.468891084,0.236190528,-0.047092218,0.999782622,0.449429572,0.312067181,-0.308173984,0.999943852,0.433157027,0.307441115,-0.218144402,0.999904096,0.64411664,0.528104722,-0.341171235,0.999879181,0.380522132,0.482576221,0.111540228,0.99989,0.674621224,0.860639751,-0.408863664,0.955808938,0.247847274,0.770891964,-0.102917559,0.972249925,0.607244492,0.957936585,-0.596083343,0.957527876,0.233261809,0.620977223,-0.763421059,0.993057728,0.597104847,0.981680095,-0.65864104,0.916183293,0.232491449,0.555899262,-0.858358741,0.984966576,0.588126302,0.926401198,-0.665222883,0.931551874,0.255529344,0.519717395,-0.841113269,0.987503767,0.587681651,0.913434088,-0.598269403,0.931259751,0.259108573,0.543695629,-0.777591825,0.987951338,0.549369395,1.07595539,-0.0935760885,0.25204879,0.380261421,1.12679732,0.0964085162,0.328563809,0.548794746,1.61210585,0.108060732,0.000643339299,0.389727652,1.59047365,0.278978646,0.000477692578,0.543851614,2.02925897,0.595549345,6.46662e-06,0.384168178,2.01217842,0.63701272,4.98325653e-06,0.550504267,2.09067512,0.627705634,9.0731628e-06,0.380790114,2.07154608,0.666305661,9.87704152e-06,0.501372,2.15352583,0.322984844,1.00232164e-05,0.383804142,2.14530206,0.350676328,2.25022777e-05
